stock_code,name,EAN,qty_avail,qty_held,order_qty_min,order_qty_step,price,rrp,special,cost,image,description,category,subcategory,"Custom field 1","Custom field 2","Custom field 3","Custom field 4","Custom field 5","Custom field 6","Custom field 7","Custom field 8","Custom field 9"
SDP-RDDSYG002,"GWEN NECKLACE 9ct Yellow Gold=2.76gm 3.00mm Green Sapphire RBC 3=0.48ct avg. 2.00mm Blue Sapphire RBC 2=0.08ct avg. incl. 9ct YG Chain 1.58gm 48cm",SDP-RDDSYG002,6.00,,1,,460.00,1150.00,,,SDP-RDDSYG002,"Our Gwen Pendant features two different sets of Australian Sapphires that are eloquently arranged to sit along the neckline. It is crafted in 9ct Rose, White or Yellow Gold.","Sapphire Dreams",Necklaces,"9ct Yellow Gold = 2.76gm","3.00mm Green Sapphire Round Brilliant Cut 3 = 0.48ct avg.","2.00mm Blue Sapphire Round Brilliant Cut 2 = 0.08ct avg.","incl. 9ct YG Chain 1.58gm 48cm",,,"W/H: 6.00 - Appro: 1",,
SDP-RDDSYG003,"ANA NECKLACE 9ct Yellow Gold=1.60gm 3.00mm Green Sapphire RBC 1=0.17ct avg. incl. 9ct Yellow Gold Chain 1.56gm 48cm",SDP-RDDSYG003,9.00,,1,,398.00,995.00,,,SDP-RDDSYG003,"The Ana Pendant features a classic design with a rope-rim twist. The chain is adjustable with three rings where you can connect the clasp to at 40cm, 43cm and 46cm. This necklace comes in 9ct Rose, White and Yellow Gold.","Sapphire Dreams",Necklaces,"9ct Yellow Gold = 1.60gm","3.00mm Green Sapphire Round Brilliant Cut 1 = 0.17ct avg.","incl. 9ct Yellow Gold Chain 1.56gm 48cm",,,,"W/H: 9.00",,
SDP-RDDSYG004,"MISTY NECKLACE 9ct Yellow Gold=2.71gm 3.00mm Green Sapphire RBC 1=0.17ct avg. incl. 9ct Yellow Gold Chain 1.58gm 48cm",SDP-RDDSYG004,1.00,,1,,358.00,895.00,,,SDP-RDDSYG004,"Giving luck to its wearer, our Misty Pendant features an Australian Sapphire within a four-leaf clover design. Misty is crafted in 9ct Rose, White and Yellow Gold.","Sapphire Dreams",Necklaces,"9ct Yellow Gold = 2.71gm","3.00mm Green Sapphire Round Brilliant Cut 1 = 0.17ct avg.","incl. 9ct Yellow Gold Chain 1.58gm 48cm",,,,"W/H: 1.00",,
SDP-RDDSYM002,"SPRING DAISY NECKLACE 18ct Yellow & White Gold=2.77gm Teal Sapphire RBC 1=0.14ct Yellow Sapphire RBC 2=0.16ct RBC 2=0.09ct F/VS",SDP-RDDSYM002,2.00,,1,,980.00,2450.00,,,SDP-RDDSYM002,"An exquisitely designed necklace, featuring blue and yellow Sapphires and white diamonds, set in 18ct white and yellow gold it is sure to elevate your daily style and introduce a pop of colour to your look.","Sapphire Dreams",Necklaces,"18ct Yellow & White Gold = 2.77gm","Teal Sapphire Round Brilliant Cut 1 = 0.14ct","Yellow Sapphire Round Brilliant Cut 2 = 0.16ct","Round Brilliant Cut 2 = 0.09ct F/VS",,,"W/H: 1.00","MD: 1.00",
SDP-RDMMWB001,"HARPER NECKLACE 18ct White Gold=4.91gm Blue Sapphire RBC 16=0.88ct RBC 40=0.15ct F/VS incl. 18ct WG Chain=1.46gm 45cm",SDP-RDMMWB001,1.00,,1,,1895.88,4750.00,,,SDP-RDMMWB001,"An elegant pendant, the Harper necklace is the perfect piece to make a statement, featuring a ring of Australian blue sapphires, surrounded by white diamonds, crafted in 18 carat White Gold.","Sapphire Dreams",Necklaces,"18ct White Gold = 4.91gm","Blue Sapphire Round Brilliant Cut 16 = 0.88ct","Round Brilliant Cut 40 = 0.15ct F/VS","incl. 18ct WG Chain = 1.46gm 45cm",,,"W/H: 1.00",,"PS: 1.00"
SDP-RDMMWM002,"PETITE WILDFLOWER NECKLACE 18ct Yellow & White Gold=3.80gm Teal Sapphire RBC 2=0.44ct Yellow Sapphire RBC 2=0.45ct Baguette Cut 2=0.20ct F/VS Pear Cut 1=0.10ct F/VS RBC 2=0.22ct F/",SDP-RDMMWM002,2.00,,1,,2678.00,6695.00,,,SDP-RDMMWM002,"A stunning pendant, featuring an array of Sapphires and fancy cut diamonds, set in 18ct white and yellow gold, this piece is perfect to elevate any look.","Sapphire Dreams",Necklaces,"18ct Yellow & White Gold = 3.80gm","Teal Sapphire Round Brilliant Cut 2 = 0.44ct","Yellow Sapphire Round Brilliant Cut 2 = 0.45ct","Baguette Cut 2 = 0.20ct F/VS","Pear Cut 1 = 0.10ct F/VS","Round Brilliant Cut 2 = 0.22ct F/VS","W/H: 1.00","MD: 2.00",
SDP-RDMMWT001,"RYLEIGH NECKLACE 18ct White Gold=3.89gm Teal Sapphire RBC 10=0.60ct RBC 10=0.52ct G/SI",SDP-RDMMWT001,1.00,,1,,1886.83,4750.00,,,SDP-RDMMWT001,"Feminine and sweet, the Catalina necklace showcases white diamonds and teal sapphires set in a heart shape, placed on a delicate 18ct white gold chain.","Sapphire Dreams",Necklaces,"18ct White Gold = 3.89gm","Teal Sapphire Round Brilliant Cut 10 = 0.60ct","Round Brilliant Cut 10 = 0.52ct G/SI",,,,"W/H: 1.00","MD: 1.00",
SDP-RDMMYB001,"RYLEIGH NECKLACE 18ct Yellow Gold=4.18gm Blue Sapphire RBC 10=0.66ct RBC 10=0.53ct G/SI",SDP-RDMMYB001,1.00,,1,,1943.43,4895.00,,,SDP-RDMMYB001,"Feminine and sweet, the Catalina necklace showcases white diamonds and blue sapphires set in a heart shape, placed on a delicate 18ct yellow gold chain.","Sapphire Dreams",Necklaces,"18ct Yellow Gold = 4.18gm","Blue Sapphire Round Brilliant Cut 10 = 0.66ct","Round Brilliant Cut 10 = 0.53ct G/SI",,,,"W/H: 1.00",,"PS: 1.00"
SDP-RDMMYB002,"KYLIE NECKLACE 18ct Yellow Gold=3.62gm Blue Sapphire RBC 2=0.49ct Blue Sapphire RBC 1=0.39ct RBC 2=0.27ct G/SI",SDP-RDMMYB002,1.00,,1,,1603.14,4050.00,,,SDP-RDMMYB002,"The Kylie necklace features a delicate array of bezel set blue sapphires and white diamonds. Crafted in 18ct yellow gold on a slim chain, this piece can be styled for everday wear.","Sapphire Dreams",Necklaces,"18ct Yellow Gold = 3.62gm","Blue Sapphire Round Brilliant Cut 2 = 0.49ct","Blue Sapphire Round Brilliant Cut 1 = 0.39ct","Round Brilliant Cut 2 = 0.27ct G/SI",,,"W/H: 1.00",,
SDP-RDMSWB002,"TOI ET MOI NECKLACE 9ct White Gold=2.47gm Blue Sapphire RBC 1=0.82ct Blue Sapphire RBC 1=0.12ct incl. 9ct White Gold Chain=1.96gm 45cm",SDP-RDMSWB002,1.00,,1,,832.00,2095.00,,,SDP-RDMSWB002,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.","Sapphire Dreams",Necklaces,"9ct White Gold = 2.47gm","Blue Sapphire Round Brilliant Cut 1 = 0.82ct","Blue Sapphire Round Brilliant Cut 1 = 0.12ct","incl. 9ct White Gold Chain = 1.96gm 45cm",,,"W/H: 1.00",,
SDP-RDMSWP002,"TOI ET MOI NECKLACE 9ct White Gold=2.49gm Parti Sapphire RBC 1=0.86ct Yellow Sapphire RBC 1=0.13ct incl. 9ct White Gold Chain=1.96gm 45cm",SDP-RDMSWP002,1.00,,1,,832.00,2095.00,,,SDP-RDMSWP002,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.","Sapphire Dreams",Necklaces,"9ct White Gold = 2.49gm","Parti Sapphire Round Brilliant Cut 1 = 0.86ct","Yellow Sapphire Round Brilliant Cut 1 = 0.13ct","incl. 9ct White Gold Chain = 1.96gm 45cm",,,"W/H: 1.00",,
SDP-RDMSWT003,"TOI ET MOI NECKLACE 9ct White Gold=2.57gm Teal Sapphire RBC 1=0.77ct Blue Sapphire RBC 1=0.14ct incl. 9ct White Gold Chain=1.96gm 45cm",SDP-RDMSWT003,1.00,,1,,832.00,2095.00,,,SDP-RDMSWT003,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.","Sapphire Dreams",Necklaces,"9ct White Gold = 2.57gm","Teal Sapphire Round Brilliant Cut 1 = 0.77ct","Blue Sapphire Round Brilliant Cut 1 = 0.14ct","incl. 9ct White Gold Chain = 1.96gm 45cm",,,"W/H: 1.00",,
SDP-RDMSWT004,"TOI ET MOI NECKLACE 9ct White Gold=2.48gm Teal Sapphire RBC 1=0.89ct Teal Sapphire RBC 1=0.13ct incl. 9ct White Gold Chain=1.96gm 45cm",SDP-RDMSWT004,1.00,,1,,832.00,2095.00,,,SDP-RDMSWT004,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.","Sapphire Dreams",Necklaces,"9ct White Gold = 2.48gm","Teal Sapphire Round Brilliant Cut 1 = 0.89ct","Teal Sapphire Round Brilliant Cut 1 = 0.13ct","incl. 9ct White Gold Chain = 1.96gm 45cm",,,"W/H: 1.00","MD: 1.00",
SDP-RDMSYB001,"TOI ET MOI NECKLACE 9ct Yellow Gold=2.48gm Blue Sapphire RBC 1=0.76ct Yellow Sapphire RBC 1=0.13ct incl. 9ct Yellow Gold Chain=1.96gm 45cm",SDP-RDMSYB001,1.00,,1,,832.00,2095.00,,,SDP-RDMSYB001,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.","Sapphire Dreams",Necklaces,"9ct Yellow Gold = 2.48gm","Blue Sapphire Round Brilliant Cut 1 = 0.76ct","Yellow Sapphire Round Brilliant Cut 1 = 0.13ct","incl. 9ct Yellow Gold Chain = 1.96gm 45cm",,,"W/H: 1.00","MD: 1.00",
SDP-RDMSYB002,"TOI ET MOI NECKLACE 9ct Yellow Gold=2.41gm Blue Sapphire RBC 1=0.76ct Blue Sapphire RBC 1=0.13ct incl. 9ct Yellow Gold Chain=1.96gm 45cm",SDP-RDMSYB002,1.00,,1,,832.00,2095.00,,,SDP-RDMSYB002,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.","Sapphire Dreams",Necklaces,"9ct Yellow Gold = 2.41gm","Blue Sapphire Round Brilliant Cut 1 = 0.76ct","Blue Sapphire Round Brilliant Cut 1 = 0.13ct","incl. 9ct Yellow Gold Chain = 1.96gm 45cm",,,"W/H: 1.00",,
SDP-RDMSYG002,"TOI ET MOI NECKLACE 9ct Yellow Gold=2.45gm Green Sapphire RBC 1=0.79ct Yellow Sapphire RBC 1=0.14ct incl. 9ct Yellow Gold Chain=1.96gm 45cm",SDP-RDMSYG002,1.00,,1,,832.00,2095.00,,,SDP-RDMSYG002,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.","Sapphire Dreams",Necklaces,"9ct Yellow Gold = 2.45gm","Green Sapphire Round Brilliant Cut 1 = 0.79ct","Yellow Sapphire Round Brilliant Cut 1 = 0.14ct","incl. 9ct Yellow Gold Chain = 1.96gm 45cm",,,"W/H: 1.00 - Appro: 1",,
SDP-RDMSYP002,"TOI ET MOI NECKLACE 9ct Yellow Gold=2.42gm Parti Sapphire RBC 1=0.79ct Yellow Sapphire RBC 1=0.14ct incl. 9ct Yellow Gold Chain=1.96gm 45cm",SDP-RDMSYP002,1.00,,1,,832.00,2095.00,,,SDP-RDMSYP002,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.","Sapphire Dreams",Necklaces,"9ct Yellow Gold = 2.42gm","Parti Sapphire Round Brilliant Cut 1 = 0.79ct","Yellow Sapphire Round Brilliant Cut 1 = 0.14ct","incl. 9ct Yellow Gold Chain = 1.96gm 45cm",,,"W/H: 1.00 - Appro: 1","MD: 1.00",
SDP-RDMSYT002,"TOI ET MOI NECKLACE 9ct Yellow Gold=2.41gm Teal Sapphire RBC 1=0.73ct Yellow Sapphire RBC 1=0.16ct incl. 9ct Yellow Gold Chain=1.96gm 45cm",SDP-RDMSYT002,1.00,,1,,832.00,2095.00,,,SDP-RDMSYT002,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.","Sapphire Dreams",Necklaces,"9ct Yellow Gold = 2.41gm","Teal Sapphire Round Brilliant Cut 1 = 0.73ct","Yellow Sapphire Round Brilliant Cut 1 = 0.16ct","incl. 9ct Yellow Gold Chain = 1.96gm 45cm",,,"W/H: 1.00",,
SDP-RDMSYT003,"TOI ET MOI NECKLACE 9ct Yellow Gold=2.42gm Teal Sapphire RBC 1=0.87ct Blue Sapphire RBC 1=0.13ct incl. 9ct Yellow Gold Chain=1.96gm 45cm",SDP-RDMSYT003,1.00,,1,,832.00,2095.00,,,SDP-RDMSYT003,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.","Sapphire Dreams",Necklaces,"9ct Yellow Gold = 2.42gm","Teal Sapphire Round Brilliant Cut 1 = 0.87ct","Blue Sapphire Round Brilliant Cut 1 = 0.13ct","incl. 9ct Yellow Gold Chain = 1.96gm 45cm",,,"W/H: 1.00",,
SDP-RDXSRB001,"ASPEN NECKLACE 9ct Rose Gold=3.11gm 3.00mm Blue Sapphire RBC 1=0.18ct avg. incl. 9ct Rose Gold Chain 1.35gm 45cm",SDP-RDXSRB001,11.00,,1,,398.00,995.00,,,SDP-RDXSRB001,"Our Aspen Pendant is a simple cross pendant with a single Australian sapphire. The pendant features a trendy hammered satin finish with an adjustable chain at 40cm, 43cm and 46cm. This necklace comes in 9ct Rose, White and Yellow Gold.","Sapphire Dreams",Necklaces,"9ct Rose Gold = 3.11gm","3.00mm Blue Sapphire Round Brilliant Cut 1 = 0.18ct avg.","incl. 9ct Rose Gold Chain 1.35gm 45cm",,,,"W/H: 11.00",,
SDP-RDXSRB002,"JOLENE NECKLACE 9ct Rose Gold=2.69gm 3.00mm Blue Sapphire RBC 1=0.17ct avg. incl. 9ct Rose Gold Chain 1.49gm 47cm",SDP-RDXSRB002,11.00,,1,,340.00,850.00,,,SDP-RDXSRB002,"Featuring a twist on a cross design, our Jolene pendant is the obvious gift for the devout. A stunning Australian sapphire is set within a setting of soft petals. Jolene comes crafted in 9ct Rose, White or Yellow Gold.","Sapphire Dreams",Necklaces,"9ct Rose Gold = 2.69gm","3.00mm Blue Sapphire Round Brilliant Cut 1 = 0.17ct avg.","incl. 9ct Rose Gold Chain 1.49gm 47cm",,,,"W/H: 11.00",,
SDP-RDXSRT001,"ASPEN NECKLACE 9ct Rose Gold=2.89gm 3.00mm Teal Sapphire RBC 1=0.18ct avg. incl. 9ct Rose Gold Chain 1.52gm 47cm",SDP-RDXSRT001,9.00,,1,,380.00,950.00,,,SDP-RDXSRT001,"Our Aspen Pendant is a simple cross pendant with a single Australian sapphire. The pendant features a trendy hammered satin finish with an adjustable chain at 40cm, 43cm and 46cm. This necklace comes in 9ct Rose, White and Yellow Gold.","Sapphire Dreams",Necklaces,"9ct Rose Gold = 2.89gm","3.00mm Teal Sapphire Round Brilliant Cut 1 = 0.18ct avg.","incl. 9ct Rose Gold Chain 1.52gm 47cm",,,,"W/H: 9.00",,
SDP-RDXSRT002,"JOLENE NECKLACE 9ct Rose Gold=2.43gm 3.00mm Teal Sapphire RBC 1=0.15ct avg. incl. 9ct Rose Gold Chain 1.54gm 47cm",SDP-RDXSRT002,10.00,,1,,340.00,850.00,,,SDP-RDXSRT002,"Featuring a twist on a cross design, our Jolene pendant is the obvious gift for the devout. A stunning Australian sapphire is set within a setting of soft petals. Jolene comes crafted in 9ct Rose, White or Yellow Gold.","Sapphire Dreams",Necklaces,"9ct Rose Gold = 2.43gm","3.00mm Teal Sapphire Round Brilliant Cut 1 = 0.15ct avg.","incl. 9ct Rose Gold Chain 1.54gm 47cm",,,,"W/H: 10.00",,
SDP-RDXSWT001,"ASPEN NECKLACE 9ct White Gold=3.38gm 3.00mm Teal Sapphire RBC 1=0.20ct avg. incl. 9ct White Gold Chain 1.67gm 48cm",SDP-RDXSWT001,10.00,,1,,420.00,1050.00,,,SDP-RDXSWT001,"Our Aspen Pendant is a simple cross pendant with a single Australian sapphire. The pendant features a trendy hammered satin finish with an adjustable chain at 40cm, 43cm and 46cm. This necklace comes in 9ct Rose, White and Yellow Gold.","Sapphire Dreams",Necklaces,"9ct White Gold = 3.38gm","3.00mm Teal Sapphire Round Brilliant Cut 1 = 0.20ct avg.","incl. 9ct White Gold Chain 1.67gm 48cm",,,,"W/H: 10.00",,
SDP-RDXSWT002,"JOLENE NECKLACE 9ct White Gold=2.98gm 3.00mm Teal Sapphire RBC 1=0.16ct avg. incl. 9ct White Gold Chain 1.63gm 48cm",SDP-RDXSWT002,10.00,,1,,358.00,895.00,,,SDP-RDXSWT002,"Featuring a twist on a cross design, our Jolene pendant is the obvious gift for the devout. A stunning Australian sapphire is set within a setting of soft petals. Jolene comes crafted in 9ct Rose, White or Yellow Gold.","Sapphire Dreams",Necklaces,"9ct White Gold = 2.98gm","3.00mm Teal Sapphire Round Brilliant Cut 1 = 0.16ct avg.","incl. 9ct White Gold Chain 1.63gm 48cm",,,,"W/H: 10.00",,
SDP-RDXSWY001,"ASPEN NECKLACE 9ct White Gold=3.46gm 3.00mm Yellow Sapphire RBC 1=0.18ct avg. incl. 9ct White Gold Chain 1.57gm 45cm",SDP-RDXSWY001,11.00,,1,,420.00,1050.00,,,SDP-RDXSWY001,"Our Aspen Pendant is a simple cross pendant with a single Australian sapphire. The pendant features a trendy hammered satin finish with an adjustable chain at 40cm, 43cm and 46cm. This necklace comes in 9ct Rose, White and Yellow Gold.","Sapphire Dreams",Necklaces,"9ct White Gold = 3.46gm","3.00mm Yellow Sapphire Round Brilliant Cut 1 = 0.18ct avg.","incl. 9ct White Gold Chain 1.57gm 45cm",,,,"W/H: 11.00",,
SDP-RDXSWY002,"JOLENE NECKLACE 9ct White Gold=2.93gm 3.00mm Yellow Sapphire RBC 1=0.17ct avg. incl. 9ct White Gold Chain 1.71gm 48cm",SDP-RDXSWY002,11.00,,1,,358.00,895.00,,,SDP-RDXSWY002,"Featuring a twist on a cross design, our Jolene pendant is the obvious gift for the devout. A stunning Australian sapphire is set within a setting of soft petals. Jolene comes crafted in 9ct Rose, White or Yellow Gold.","Sapphire Dreams",Necklaces,"9ct White Gold = 2.93gm","3.00mm Yellow Sapphire Round Brilliant Cut 1 = 0.17ct avg.","incl. 9ct White Gold Chain 1.71gm 48cm",,,,"W/H: 11.00",,
SDP-RDXSYB001,"ASPEN NECKLACE 9ct Yellow Gold=3.12gm 3.00mm Blue Sapphire RBC 1=0.17ct avg. incl. 9ct Yellow Gold Chain 1.57gm 48cm",SDP-RDXSYB001,10.00,,1,,398.00,995.00,,,SDP-RDXSYB001,"Our Aspen Pendant is a simple cross pendant with a single Australian sapphire. The pendant features a trendy hammered satin finish with an adjustable chain at 40cm, 43cm and 46cm. This necklace comes in 9ct Rose, White and Yellow Gold.","Sapphire Dreams",Necklaces,"9ct Yellow Gold = 3.12gm","3.00mm Blue Sapphire Round Brilliant Cut 1 = 0.17ct avg.","incl. 9ct Yellow Gold Chain 1.57gm 48cm",,,,"W/H: 10.00",,
SDP-RDXSYB002,"JOLENE NECKLACE 9ct Yellow Gold=2.71gm 3.00mm Blue Sapphire RBC 1=0.18ct avg. incl. 9ct Yellow Gold Chain 1.41gm 44cm",SDP-RDXSYB002,9.00,,1,,340.00,850.00,,,SDP-RDXSYB002,"Featuring a twist on a cross design, our Jolene pendant is the obvious gift for the devout. A stunning Australian sapphire is set within a setting of soft petals. Jolene comes crafted in 9ct Rose, White or Yellow Gold.","Sapphire Dreams",Necklaces,"9ct Yellow Gold = 2.71gm","3.00mm Blue Sapphire Round Brilliant Cut 1 = 0.18ct avg.","incl. 9ct Yellow Gold Chain 1.41gm 44cm",,,,"W/H: 9.00",,
SDP-RDXSYG001,"ASPEN NECKLACE 9ct Yellow Gold=3.10gm 3.00mm Green Sapphire RBC 1=0.16ct avg. incl. 9ct Yellow Gold Chain 1.58gm 48cm",SDP-RDXSYG001,10.00,,1,,380.00,950.00,,,SDP-RDXSYG001,"Our Aspen Pendant is a simple cross pendant with a single Australian sapphire. The pendant features a trendy hammered satin finish with an adjustable chain at 40cm, 43cm and 46cm. This necklace comes in 9ct Rose, White and Yellow Gold.","Sapphire Dreams",Necklaces,"9ct Yellow Gold = 3.10gm","3.00mm Green Sapphire Round Brilliant Cut 1 = 0.16ct avg.","incl. 9ct Yellow Gold Chain 1.58gm 48cm",,,,"W/H: 10.00",,
SDP-RDXSYG002,"JOLENE NECKLACE 9ct Yellow Gold=2.70gm 3.00mm Green Sapphire RBC 1=0.17ct avg. incl. 9ct Yellow Gold Chain 1.51gm 47cm",SDP-RDXSYG002,10.00,,1,,340.00,850.00,,,SDP-RDXSYG002,"Featuring a twist on a cross design, our Jolene pendant is the obvious gift for the devout. A stunning Australian sapphire is set within a setting of soft petals. Jolene comes crafted in 9ct Rose, White or Yellow Gold.","Sapphire Dreams",Necklaces,"9ct Yellow Gold = 2.70gm","3.00mm Green Sapphire Round Brilliant Cut 1 = 0.17ct avg.","incl. 9ct Yellow Gold Chain 1.51gm 47cm",,,,"W/H: 10.00",,
SDP-TRMSWB001,"TOI ET MOI NECKLACE 9ct White Gold=2.55gm Blue Sapphire Trilliant Cut 1=0.88ct Sapphire Dreams Certificate No. 01740 Parti Sapphire RBC 1=0.21ct incl. 9ct White Gold Chain=1.54gm 4",SDP-TRMSWB001,1.00,,1,,786.75,1995.00,,,SDP-TRMSWB001,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.","Sapphire Dreams",Necklaces,"9ct White Gold = 2.55gm","Blue Sapphire Trilliant Cut 1 = 0.88ct","Sapphire Dreams Certificate No. 01740","Parti Sapphire Round Brilliant Cut 1 = 0.21ct","incl. 9ct White Gold Chain = 1.54gm 45cm",,"W/H: 10.00",,"PS: 1.00"
SDP-TRMSWB003,"TOI ET MOI NECKLACE 9ct White Gold=2.6gm Blue Sapphire Trilliant Cut 1=0.94ct Sapphire Dreams Certificate No. 03301 Parti Sapphire RBC 1=0.21ct incl. 9ct White Gold Chain=1.56gm 45",SDP-TRMSWB003,1.00,,1,,732.67,1850.00,,,SDP-TRMSWB003,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.","Sapphire Dreams",Necklaces,"9ct White Gold = 2.6gm","Blue Sapphire Trilliant Cut 1 = 0.94ct","Sapphire Dreams Certificate No. 03301","Parti Sapphire Round Brilliant Cut 1 = 0.21ct","incl. 9ct White Gold Chain = 1.56gm 45cm",,"W/H: 10.00",,"PS: 1.00"
SDP-TRMSWB004,"TOI ET MOI NECKLACE 9ct White Gold=2.56gm Blue Sapphire Trilliant Cut 1=1.11ct Sapphire Dreams Certificate No. 03302 Parti Sapphire RBC 1=0.236ct incl. 9ct White Gold Chain=1.55gm",SDP-TRMSWB004,1.00,,1,,790.00,1995.00,,,SDP-TRMSWB004,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.","Sapphire Dreams",Necklaces,"9ct White Gold = 2.56gm","Blue Sapphire Trilliant Cut 1 = 1.11ct","Sapphire Dreams Certificate No. 03302","Parti Sapphire Round Brilliant Cut 1 = 0.236ct","incl. 9ct White Gold Chain = 1.55gm 45cm",,"W/H: 10.00","MD: 1.00",
SDP-TRMSWT002,"TOI ET MOI NECKLACE 9ct White Gold=2.59gm Teal Sapphire Trilliant Cut 1=0.9ct Sapphire Dreams Certificate No. 01753 Blue Sapphire RBC 1=0.20ct incl. 9ct White Gold Chain=1.54gm 45c",SDP-TRMSWT002,1.00,,1,,734.12,1850.00,,,SDP-TRMSWT002,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.","Sapphire Dreams",Necklaces,"9ct White Gold = 2.59gm","Teal Sapphire Trilliant Cut 1 = 0.9ct","Sapphire Dreams Certificate No. 01753","Blue Sapphire Round Brilliant Cut 1 = 0.20ct","incl. 9ct White Gold Chain = 1.54gm 45cm",,"W/H: 10.00","MD: 1.00",
SDP-TRMSWT003,"TOI ET MOI NECKLACE 9ct White Gold=2.56gm Teal Sapphire Trilliant Cut 1=1.17ct Sapphire Dreams Certificate No. 03304 Blue Sapphire RBC 1=0.24ct incl. 9ct White Gold Chain=1.55gm 45",SDP-TRMSWT003,1.00,,1,,824.65,2095.00,,,SDP-TRMSWT003,"The Toi et Moi necklace is a modern take on a classic single stone pendant. Showcasing two stunning Australian sapphires placed next to one another, this pendant is the perfect way to elevate your jewellery style.","Sapphire Dreams",Necklaces,"9ct White Gold = 2.56gm","Teal Sapphire Trilliant Cut 1 = 1.17ct","Sapphire Dreams Certificate No. 03304","Blue Sapphire Round Brilliant Cut 1 = 0.24ct","incl. 9ct White Gold Chain = 1.55gm 45cm",,"W/H: 10.00","MD: 1.00",
