SKU,Brand,Measurement,Stone_Intensity,Product_Type,Stone_Specifications,Stone_Shape,Collections,Carat_Weight,Stone_Colour,Treatment,Description,Centre_Stone_SKU
SDS01700,"Sapphire Dreams",9.60x7.20mm,2.33,"Loose sapphires","ID No.: 01700<br>Colour: GREEN PARTI<br>Shape: OVAL<br>Weight: 2.33ct<br>Size: 9.60x7.20mm<br>Origin: AUSTRALIA",Oval,SDS,2.33,"Green Parti",,"An Australian Oval cut Green Parti sapphire weighing 2.33ct and measures 9.60x7.20mm.",
SDS01701,"Sapphire Dreams",9.70x7.50mm,2.59,"Loose sapphires","ID No.: 01701<br>Colour: TEAL GREEN<br>Shape: OVAL<br>Weight: 2.59ct<br>Size: 9.70x7.50mm<br>Origin: AUSTRALIA",Oval,SDS,2.59,"Teal Green",,"An Australian Oval cut Teal Green sapphire weighing 2.59ct and measures 9.70x7.50mm.",
SDS01702,"Sapphire Dreams",9.70x7.50mm,2.53,"Loose sapphires","ID No.: 01702<br>Colour: GREEN<br>Shape: OVAL<br>Weight: 2.53ct<br>Size: 9.70x7.50mm<br>Origin: AUSTRALIA",Oval,SDS,2.53,Green,,"An Australian Oval cut Green sapphire weighing 2.53ct and measures 9.70x7.50mm.",
SDS01703,"Sapphire Dreams",6.00x4.00mm,0.75,"Loose sapphires","ID No.: 01703<br>Colour: TEAL<br>Shape: BAGUETTE<br>Weight: 0.75ct<br>Size: 6.00x4.00mm<br>Origin: AUSTRALIA",Baguette,SDS,0.75,Teal,,"An Australian Baguette cut Teal sapphire weighing 0.75ct and measures 6.00x4.00mm.",
SDS01704,"Sapphire Dreams",6.00x4.00mm,0.85,"Loose sapphires","ID No.: 01704<br>Colour: TEAL<br>Shape: BAGUETTE<br>Weight: 0.85ct<br>Size: 6.00x4.00mm<br>Origin: AUSTRALIA",Baguette,SDS,0.85,Teal,,"An Australian Baguette cut Teal sapphire weighing 0.85ct and measures 6.00x4.00mm.",
SDS01705,"Sapphire Dreams",6.00x4.00mm,0.78,"Loose sapphires","ID No.: 01705<br>Colour: GREEN<br>Shape: BAGUETTE<br>Weight: 0.78ct<br>Size: 6.00x4.00mm<br>Origin: AUSTRALIA",Baguette,SDS,0.78,Green,,"An Australian Baguette cut Green sapphire weighing 0.78ct and measures 6.00x4.00mm.",
SDS01706,"Sapphire Dreams",6.00x4.00mm,0.79,"Loose sapphires","ID No.: 01706<br>Colour: GREEN<br>Shape: BAGUETTE<br>Weight: 0.79ct<br>Size: 6.00x4.00mm<br>Origin: AUSTRALIA",Baguette,SDS,0.79,Green,,"An Australian Baguette cut Green sapphire weighing 0.79ct and measures 6.00x4.00mm.",
SDS01707,"Sapphire Dreams",6.00x4.00mm,0.79,"Loose sapphires","ID No.: 01707<br>Colour: GREEN<br>Shape: BAGUETTE<br>Weight: 0.79ct<br>Size: 6.00x4.00mm<br>Origin: AUSTRALIA",Baguette,SDS,0.79,Green,,"An Australian Baguette cut Green sapphire weighing 0.79ct and measures 6.00x4.00mm.",
SDS01708,"Sapphire Dreams",6.00x4.00mm,0.80,"Loose sapphires","ID No.: 01708<br>Colour: GREEN<br>Shape: BAGUETTE<br>Weight: 0.80ct<br>Size: 6.00x4.00mm<br>Origin: AUSTRALIA",Baguette,SDS,0.80,Green,,"An Australian Baguette cut Green sapphire weighing 0.80ct and measures 6.00x4.00mm.",
SDS01709,"Sapphire Dreams",6.00x4.00mm,0.81,"Loose sapphires","ID No.: 01709<br>Colour: GREEN<br>Shape: BAGUETTE<br>Weight: 0.81ct<br>Size: 6.00x4.00mm<br>Origin: AUSTRALIA",Baguette,SDS,0.81,Green,,"An Australian Baguette cut Green sapphire weighing 0.81ct and measures 6.00x4.00mm.",
SDS01710,"Sapphire Dreams",6.00x4.00mm,0.82,"Loose sapphires","ID No.: 01710<br>Colour: GREEN<br>Shape: BAGUETTE<br>Weight: 0.82ct<br>Size: 6.00x4.00mm<br>Origin: AUSTRALIA",Baguette,SDS,0.82,Green,,"An Australian Baguette cut Green sapphire weighing 0.82ct and measures 6.00x4.00mm.",
SDS01711,"Sapphire Dreams",6.00x4.00mm,0.86,"Loose sapphires","ID No.: 01711<br>Colour: GREEN<br>Shape: BAGUETTE<br>Weight: 0.86ct<br>Size: 6.00x4.00mm<br>Origin: AUSTRALIA",Baguette,SDS,0.86,Green,,"An Australian Baguette cut Green sapphire weighing 0.86ct and measures 6.00x4.00mm.",
SDS01712,"Sapphire Dreams",6.00x4.00mm,0.78,"Loose sapphires","ID No.: 01712<br>Colour: GREEN YELLOW<br>Shape: RECTANGULAR<br>Weight: 0.78ct<br>Size: 6.00x4.00mm<br>Origin: AUSTRALIA",RECTANGULAR,SDS,0.78,"Green Yellow",,"An Australian Rectangular cut Green Yellow sapphire weighing 0.78ct and measures 6.00x4.00mm.",
SDS01713,"Sapphire Dreams",6.00x4.00mm,0.92,"Loose sapphires","ID No.: 01713<br>Colour: PARTI<br>Shape: BAGUETTE<br>Weight: 0.92ct<br>Size: 6.00x4.00mm<br>Origin: AUSTRALIA",Baguette,SDS,0.92,Parti,,"An Australian Baguette cut Parti sapphire weighing 0.92ct and measures 6.00x4.00mm.",
SDS01714,"Sapphire Dreams",6.00x4.00mm,0.76,"Loose sapphires","ID No.: 01714<br>Colour: YELLOW<br>Shape: BAGUETTE<br>Weight: 0.76ct<br>Size: 6.00x4.00mm<br>Origin: AUSTRALIA",Baguette,SDS,0.76,Yellow,,"An Australian Baguette cut Yellow sapphire weighing 0.76ct and measures 6.00x4.00mm.",
SDS01715,"Sapphire Dreams",6.00x4.00mm,0.83,"Loose sapphires","ID No.: 01715<br>Colour: YELLOW<br>Shape: BAGUETTE<br>Weight: 0.83ct<br>Size: 6.00x4.00mm<br>Origin: AUSTRALIA",Baguette,SDS,0.83,Yellow,,"An Australian Baguette cut Yellow sapphire weighing 0.83ct and measures 6.00x4.00mm.",
SDS01717,"Sapphire Dreams",5.50mm,0.78,"Loose sapphires","ID No.: 01717<br>Colour: BLUE<br>Shape: TRILLIANT<br>Weight: 0.78ct<br>Size: 5.50mm<br>Origin: AUSTRALIA",Trilliant,SDS,0.78,Blue,,"An Australian Trilliant cut Blue sapphire weighing 0.78ct and measures 5.50mm.",
SDS01718,"Sapphire Dreams",5.50mm,0.79,"Loose sapphires","ID No.: 01718<br>Colour: BLUE<br>Shape: TRILLIANT<br>Weight: 0.79ct<br>Size: 5.50mm<br>Origin: AUSTRALIA",Trilliant,SDS,0.79,Blue,,"An Australian Trilliant cut Blue sapphire weighing 0.79ct and measures 5.50mm.",
SDS01719,"Sapphire Dreams",5.50mm,0.79,"Loose sapphires","ID No.: 01719<br>Colour: TEAL<br>Shape: TRILLIANT<br>Weight: 0.79ct<br>Size: 5.50mm<br>Origin: AUSTRALIA",Trilliant,SDS,0.79,Teal,,"An Australian Trilliant cut Teal sapphire weighing 0.79ct and measures 5.50mm.",
SDS01720,"Sapphire Dreams",5.50mm,0.78,"Loose sapphires","ID No.: 01720<br>Colour: GREEN<br>Shape: TRILLIANT<br>Weight: 0.78ct<br>Size: 5.50mm<br>Origin: AUSTRALIA",Trilliant,SDS,0.78,Green,,"An Australian Trilliant cut Green sapphire weighing 0.78ct and measures 5.50mm.",
SDS01721,"Sapphire Dreams",5.50mm,0.82,"Loose sapphires","ID No.: 01721<br>Colour: GREEN<br>Shape: TRILLIANT<br>Weight: 0.82ct<br>Size: 5.50mm<br>Origin: AUSTRALIA",Trilliant,SDS,0.82,Green,,"An Australian Trilliant cut Green sapphire weighing 0.82ct and measures 5.50mm.",
SDS01722,"Sapphire Dreams",9.70x4.90mm,0.81,"Loose sapphires","ID No.: 01722<br>Colour: TEAL<br>Shape: MARQUISE<br>Weight: 0.81ct<br>Size: 9.70x4.90mm<br>Origin: AUSTRALIA",Marquise,SDS,0.81,Teal,,"An Australian Marquise cut Teal sapphire weighing 0.81ct and measures 9.70x4.90mm.",
SDS01723,"Sapphire Dreams",6.10mm,0.89,"Loose sapphires","ID No.: 01723<br>Colour: TEAL<br>Shape: TRILLIANT<br>Weight: 0.89ct<br>Size: 6.10mm<br>Origin: AUSTRALIA",Trilliant,SDS,0.89,Teal,,"An Australian Trilliant cut Teal sapphire weighing 0.89ct and measures 6.10mm.",
SDS01724,"Sapphire Dreams",10.90x5.30mm,1.02,"Loose sapphires","ID No.: 01724<br>Colour: TEAL<br>Shape: MARQUISE<br>Weight: 1.02ct<br>Size: 10.90x5.30mm<br>Origin: AUSTRALIA",Marquise,SDS,1.02,Teal,,"An Australian Marquise cut Teal sapphire weighing 1.02ct and measures 10.90x5.30mm.",
SDS01725,"Sapphire Dreams",6.40mm,1.07,"Loose sapphires","ID No.: 01725<br>Colour: GREEN PARTI<br>Shape: TRILLIANT<br>Weight: 1.07ct<br>Size: 6.40mm<br>Origin: AUSTRALIA",Trilliant,SDS,1.07,"Green Parti",,"An Australian Trilliant cut Green Parti sapphire weighing 1.07ct and measures 6.40mm.",
SDS01726,"Sapphire Dreams",6.00mm,1.07,"Loose sapphires","ID No.: 01726<br>Colour: BLUE<br>Shape: TRILLIANT<br>Weight: 1.07ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,1.07,Blue,,"An Australian Trilliant cut Blue sapphire weighing 1.07ct and measures 6.00mm.",
SDS01727,"Sapphire Dreams",6.50mm,1.14,"Loose sapphires","ID No.: 01727<br>Colour: TEAL<br>Shape: TRILLIANT<br>Weight: 1.14ct<br>Size: 6.50mm<br>Origin: AUSTRALIA",Trilliant,SDS,1.14,Teal,,"An Australian Trilliant cut Teal sapphire weighing 1.14ct and measures 6.50mm.",
SDS01728,"Sapphire Dreams",6.40mm,1.22,"Loose sapphires","ID No.: 01728<br>Colour: GREEN<br>Shape: TRILLIANT<br>Weight: 1.22ct<br>Size: 6.40mm<br>Origin: AUSTRALIA",Trilliant,SDS,1.22,Green,,"An Australian Trilliant cut Green sapphire weighing 1.22ct and measures 6.40mm.",
SDS01729,"Sapphire Dreams",6.50mm,1.25,"Loose sapphires","ID No.: 01729<br>Colour: BLUE TEAL<br>Shape: TRILLIANT<br>Weight: 1.25ct<br>Size: 6.50mm<br>Origin: AUSTRALIA",Trilliant,SDS,1.25,"Blue Teal",,"An Australian Trilliant cut Blue Teal sapphire weighing 1.25ct and measures 6.50mm.",
SDS01730,"Sapphire Dreams",11.00x5.30mm,1.30,"Loose sapphires","ID No.: 01730<br>Colour: BLUE<br>Shape: MARQUISE<br>Weight: 1.30ct<br>Size: 11.00x5.30mm<br>Origin: AUSTRALIA",Marquise,SDS,1.30,Blue,,"An Australian Marquise cut Blue sapphire weighing 1.30ct and measures 11.00x5.30mm.",
SDS01731,"Sapphire Dreams",6.50mm,1.33,"Loose sapphires","ID No.: 01731<br>Colour: PARTI<br>Shape: TRILLIANT<br>Weight: 1.33ct<br>Size: 6.50mm<br>Origin: AUSTRALIA",Trilliant,SDS,1.33,Parti,,"An Australian Trilliant cut Parti sapphire weighing 1.33ct and measures 6.50mm.",
SDS01732,"Sapphire Dreams",6.90mm,1.33,"Loose sapphires","ID No.: 01732<br>Colour: TEAL<br>Shape: TRILLIANT<br>Weight: 1.33ct<br>Size: 6.90mm<br>Origin: AUSTRALIA",Trilliant,SDS,1.33,Teal,,"An Australian Trilliant cut Teal sapphire weighing 1.33ct and measures 6.90mm.",
SDS01733,"Sapphire Dreams",9.80x4.80mm,1.34,"Loose sapphires","ID No.: 01733<br>Colour: BLUE<br>Shape: MARQUISE<br>Weight: 1.34ct<br>Size: 9.80x4.80mm<br>Origin: AUSTRALIA",Marquise,SDS,1.34,Blue,,"An Australian Marquise cut Blue sapphire weighing 1.34ct and measures 9.80x4.80mm.",
SDS01734,"Sapphire Dreams",7.00mm,1.45,"Loose sapphires","ID No.: 01734<br>Colour: TEAL<br>Shape: TRILLIANT<br>Weight: 1.45ct<br>Size: 7.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,1.45,Teal,,"An Australian Trilliant cut Teal sapphire weighing 1.45ct and measures 7.00mm.",
SDS01735,"Sapphire Dreams",6.90mm,1.47,"Loose sapphires","ID No.: 01735<br>Colour: BLUE<br>Shape: TRILLIANT<br>Weight: 1.47ct<br>Size: 6.90mm<br>Origin: AUSTRALIA",Trilliant,SDS,1.47,Blue,,"An Australian Trilliant cut Blue sapphire weighing 1.47ct and measures 6.90mm.",
SDS01736,"Sapphire Dreams",6.90mm,1.58,"Loose sapphires","ID No.: 01736<br>Colour: PARTI<br>Shape: TRILLIANT<br>Weight: 1.58ct<br>Size: 6.90mm<br>Origin: AUSTRALIA",Trilliant,SDS,1.58,Parti,,"An Australian Trilliant cut Parti sapphire weighing 1.58ct and measures 6.90mm.",
SDS01737,"Sapphire Dreams",6.00mm,0.85,"Loose sapphires","ID No.: 01737<br>Colour: YELLOW<br>Shape: TRILLIANT<br>Weight: 0.85ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,0.85,Yellow,,"An Australian Trilliant cut Yellow sapphire weighing 0.85ct and measures 6.00mm.",
SDS01738,"Sapphire Dreams",6.00mm,0.87,"Loose sapphires","ID No.: 01738<br>Colour: YELLOW<br>Shape: TRILLIANT<br>Weight: 0.87ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,0.87,Yellow,,"An Australian Trilliant cut Yellow sapphire weighing 0.87ct and measures 6.00mm.",
SDS01739,"Sapphire Dreams",6.00mm,0.87,"Loose sapphires","ID No.: 01739<br>Colour: BLUE<br>Shape: TRILLIANT<br>Weight: 0.87ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,0.87,Blue,,"An Australian Trilliant cut Blue sapphire weighing 0.87ct and measures 6.00mm.",
SDS01740,"Sapphire Dreams",6.00mm,0.88,"Loose sapphires","ID No.: 01740<br>Colour: BLUE<br>Shape: TRILLIANT<br>Weight: 0.88ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,0.88,Blue,,"An Australian Trilliant cut Blue sapphire weighing 0.88ct and measures 6.00mm.",
SDS01741,"Sapphire Dreams",6.00mm,0.90,"Loose sapphires","ID No.: 01741<br>Colour: GREEN<br>Shape: TRILLIANT<br>Weight: 0.90ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,0.90,Green,,"An Australian Trilliant cut Green sapphire weighing 0.90ct and measures 6.00mm.",
SDS01742,"Sapphire Dreams",6.00mm,0.91,"Loose sapphires","ID No.: 01742<br>Colour: GREEN<br>Shape: TRILLIANT<br>Weight: 0.91ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,0.91,Green,,"An Australian Trilliant cut Green sapphire weighing 0.91ct and measures 6.00mm.",
SDS01743,"Sapphire Dreams",6.00mm,0.93,"Loose sapphires","ID No.: 01743<br>Colour: BLUE<br>Shape: TRILLIANT<br>Weight: 0.93ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,0.93,Blue,,"An Australian Trilliant cut Blue sapphire weighing 0.93ct and measures 6.00mm.",
SDS01744,"Sapphire Dreams",6.00mm,0.96,"Loose sapphires","ID No.: 01744<br>Colour: BLUE<br>Shape: TRILLIANT<br>Weight: 0.96ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,0.96,Blue,,"An Australian Trilliant cut Blue sapphire weighing 0.96ct and measures 6.00mm.",
SDS01745,"Sapphire Dreams",6.50mm,1.30,"Loose sapphires","ID No.: 01745<br>Colour: TEAL<br>Shape: TRILLIANT<br>Weight: 1.30ct<br>Size: 6.50mm<br>Origin: AUSTRALIA",Trilliant,SDS,1.30,Teal,,"An Australian Trilliant cut Teal sapphire weighing 1.30ct and measures 6.50mm.",
SDS01746,"Sapphire Dreams",6.50mm,1.16,"Loose sapphires","ID No.: 01746<br>Colour: TEAL<br>Shape: TRILLIANT<br>Weight: 1.16ct<br>Size: 6.50mm<br>Origin: AUSTRALIA",Trilliant,SDS,1.16,Teal,,"An Australian Trilliant cut Teal sapphire weighing 1.16ct and measures 6.50mm.",
SDS01747,"Sapphire Dreams",6.00mm,1.04,"Loose sapphires","ID No.: 01747<br>Colour: PARTI<br>Shape: TRILLIANT<br>Weight: 1.04ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,1.04,Parti,,"An Australian Trilliant cut Parti sapphire weighing 1.04ct and measures 6.00mm.",
SDS01748,"Sapphire Dreams",6.00mm,0.96,"Loose sapphires","ID No.: 01748<br>Colour: PARTI<br>Shape: TRILLIANT<br>Weight: 0.96ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,0.96,Parti,,"An Australian Trilliant cut Parti sapphire weighing 0.96ct and measures 6.00mm.",
SDS01749,"Sapphire Dreams",6.00mm,1.05,"Loose sapphires","ID No.: 01749<br>Colour: PARTI<br>Shape: TRILLIANT<br>Weight: 1.05ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,1.05,Parti,,"An Australian Trilliant cut Parti sapphire weighing 1.05ct and measures 6.00mm.",
SDS01750,"Sapphire Dreams",6.00mm,0.99,"Loose sapphires","ID No.: 01750<br>Colour: PARTI<br>Shape: TRILLIANT<br>Weight: 0.99ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,0.99,Parti,,"An Australian Trilliant cut Parti sapphire weighing 0.99ct and measures 6.00mm.",
SDS01751,"Sapphire Dreams",6.00mm,1.00,"Loose sapphires","ID No.: 01751<br>Colour: PARTI<br>Shape: TRILLIANT<br>Weight: 1.00ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,1.00,Parti,,"An Australian Trilliant cut Parti sapphire weighing 1.00ct and measures 6.00mm.",
SDS01752,"Sapphire Dreams",6.00mm,0.93,"Loose sapphires","ID No.: 01752<br>Colour: PARTI<br>Shape: TRILLIANT<br>Weight: 0.93ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,0.93,Parti,,"An Australian Trilliant cut Parti sapphire weighing 0.93ct and measures 6.00mm.",
SDS01753,"Sapphire Dreams",6.00mm,0.90,"Loose sapphires","ID No.: 01753<br>Colour: TEAL<br>Shape: TRILLIANT<br>Weight: 0.90ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,0.90,Teal,,"An Australian Trilliant cut Teal sapphire weighing 0.90ct and measures 6.00mm.",
SDS01754,"Sapphire Dreams",6.00mm,0.94,"Loose sapphires","ID No.: 01754<br>Colour: TEAL<br>Shape: TRILLIANT<br>Weight: 0.94ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,0.94,Teal,,"An Australian Trilliant cut Teal sapphire weighing 0.94ct and measures 6.00mm.",
SDS01755,"Sapphire Dreams",6.00mm,1.03,"Loose sapphires","ID No.: 01755<br>Colour: TEAL<br>Shape: TRILLIANT<br>Weight: 1.03ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,1.03,Teal,,"An Australian Trilliant cut Teal sapphire weighing 1.03ct and measures 6.00mm.",
SDS01756,"Sapphire Dreams",6.00mm,0.95,"Loose sapphires","ID No.: 01756<br>Colour: TEAL<br>Shape: TRILLIANT<br>Weight: 0.95ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,0.95,Teal,,"An Australian Trilliant cut Teal sapphire weighing 0.95ct and measures 6.00mm.",
SDS01757,"Sapphire Dreams",6.00mm,0.99,"Loose sapphires","ID No.: 01757<br>Colour: TEAL<br>Shape: TRILLIANT<br>Weight: 0.99ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,0.99,Teal,,"An Australian Trilliant cut Teal sapphire weighing 0.99ct and measures 6.00mm.",
SDS01758,"Sapphire Dreams",6.00mm,1.01,"Loose sapphires","ID No.: 01758<br>Colour: TEAL<br>Shape: TRILLIANT<br>Weight: 1.01ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,1.01,Teal,,"An Australian Trilliant cut Teal sapphire weighing 1.01ct and measures 6.00mm.",
SDS01759,"Sapphire Dreams",6.00mm,1.00,"Loose sapphires","ID No.: 01759<br>Colour: TEAL<br>Shape: TRILLIANT<br>Weight: 1.00ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,1.00,Teal,,"An Australian Trilliant cut Teal sapphire weighing 1.00ct and measures 6.00mm.",
SDS01760,"Sapphire Dreams",6.00mm,1.01,"Loose sapphires","ID No.: 01760<br>Colour: GREEN<br>Shape: TRILLIANT<br>Weight: 1.01ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,1.01,Green,,"An Australian Trilliant cut Green sapphire weighing 1.01ct and measures 6.00mm.",
SDS01761,"Sapphire Dreams",6.00mm,1.03,"Loose sapphires","ID No.: 01761<br>Colour: GREEN<br>Shape: TRILLIANT<br>Weight: 1.03ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,1.03,Green,,"An Australian Trilliant cut Green sapphire weighing 1.03ct and measures 6.00mm.",
SDS01762,"Sapphire Dreams",6.00mm,0.92,"Loose sapphires","ID No.: 01762<br>Colour: GREEN<br>Shape: TRILLIANT<br>Weight: 0.92ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,0.92,Green,,"An Australian Trilliant cut Green sapphire weighing 0.92ct and measures 6.00mm.",
SDS01763,"Sapphire Dreams",6.00mm,1.00,"Loose sapphires","ID No.: 01763<br>Colour: GREEN<br>Shape: TRILLIANT<br>Weight: 1.00ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,1.00,Green,,"An Australian Trilliant cut Green sapphire weighing 1.00ct and measures 6.00mm.",
SDS01764,"Sapphire Dreams",6.00mm,0.94,"Loose sapphires","ID No.: 01764<br>Colour: GREEN<br>Shape: TRILLIANT<br>Weight: 0.94ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,0.94,Green,,"An Australian Trilliant cut Green sapphire weighing 0.94ct and measures 6.00mm.",
SDS01765,"Sapphire Dreams",6.00mm,0.99,"Loose sapphires","ID No.: 01765<br>Colour: GREEN<br>Shape: TRILLIANT<br>Weight: 0.99ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,0.99,Green,,"An Australian Trilliant cut Green sapphire weighing 0.99ct and measures 6.00mm.",
SDS01766,"Sapphire Dreams",6.00mm,0.99,"Loose sapphires","ID No.: 01766<br>Colour: GREEN<br>Shape: TRILLIANT<br>Weight: 0.99ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,0.99,Green,,"An Australian Trilliant cut Green sapphire weighing 0.99ct and measures 6.00mm.",
SDS01767,"Sapphire Dreams",6.00mm,1.05,"Loose sapphires","ID No.: 01767<br>Colour: GREEN<br>Shape: TRILLIANT<br>Weight: 1.05ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,1.05,Green,,"An Australian Trilliant cut Green sapphire weighing 1.05ct and measures 6.00mm.",
SDS01768,"Sapphire Dreams",6.00mm,1.08,"Loose sapphires","ID No.: 01768<br>Colour: GREEN<br>Shape: TRILLIANT<br>Weight: 1.08ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Trilliant,SDS,1.08,Green,,"An Australian Trilliant cut Green sapphire weighing 1.08ct and measures 6.00mm.",
SDS01769,"Sapphire Dreams",6.00mm,0.91,"Loose sapphires","ID No.: 01769<br>Colour: PARTI<br>Shape: ROUND<br>Weight: 0.91ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Round,SDS,0.91,Parti,,"An Australian Round cut Parti sapphire weighing 0.91ct and measures 6.00mm.",
SDS01770,"Sapphire Dreams",6.00mm,0.92,"Loose sapphires","ID No.: 01770<br>Colour: PARTI<br>Shape: ROUND<br>Weight: 0.92ct<br>Size: 6.00mm<br>Origin: AUSTRALIA",Round,SDS,0.92,Parti,,"An Australian Round cut Parti sapphire weighing 0.92ct and measures 6.00mm.",
SDS01771,"Sapphire Dreams",8.00x5.00mm,0.97,"Loose sapphires","ID No.: 01771<br>Colour: BLUE<br>Shape: PEAR<br>Weight: 0.97ct<br>Size: 8.00x5.00mm<br>Origin: AUSTRALIA",Pear,SDS,0.97,Blue,,"An Australian Pear cut Blue sapphire weighing 0.97ct and measures 8.00x5.00mm.",
SDS01772,"Sapphire Dreams",7.80x5.40mm,1.02,"Loose sapphires","ID No.: 01772<br>Colour: YELLOW<br>Shape: PEAR<br>Weight: 1.02ct<br>Size: 7.80x5.40mm<br>Origin: AUSTRALIA",Pear,SDS,1.02,Yellow,,"An Australian Pear cut Yellow sapphire weighing 1.02ct and measures 7.80x5.40mm.",
SDS01773,"Sapphire Dreams",7.80x5.50mm,1.07,"Loose sapphires","ID No.: 01773<br>Colour: YELLOW<br>Shape: PEAR<br>Weight: 1.07ct<br>Size: 7.80x5.50mm<br>Origin: AUSTRALIA",Pear,SDS,1.07,Yellow,,"An Australian Pear cut Yellow sapphire weighing 1.07ct and measures 7.80x5.50mm.",
SDS01774,"Sapphire Dreams",8.30x5.30mm,1.12,"Loose sapphires","ID No.: 01774<br>Colour: YELLOW<br>Shape: PEAR<br>Weight: 1.12ct<br>Size: 8.30x5.30mm<br>Origin: AUSTRALIA",Pear,SDS,1.12,Yellow,,"An Australian Pear cut Yellow sapphire weighing 1.12ct and measures 8.30x5.30mm.",
SDS01775,"Sapphire Dreams",6.10x5.90mm,1.12,"Loose sapphires","ID No.: 01775<br>Colour: ORANGE BLUE <br>Shape: FANCY<br>Weight: 1.12ct<br>Size: 6.10x5.90mm<br>Origin: AUSTRALIA",Fancy,SDS,1.12,"Orange Blue ",Unheated,"An unheated Australian Fancy cut Orange Blue  sapphire weighing 1.12ct and measures 6.10x5.90mm.",
SDS01776,"Sapphire Dreams",8.30x5.50mm,1.38,"Loose sapphires","ID No.: 01776<br>Colour: YELLOW<br>Shape: PEAR<br>Weight: 1.38ct<br>Size: 8.30x5.50mm<br>Origin: AUSTRALIA",Pear,SDS,1.38,Yellow,,"An Australian Pear cut Yellow sapphire weighing 1.38ct and measures 8.30x5.50mm.",
SDS01777,"Sapphire Dreams",7.00mm,1.68,"Loose sapphires","ID No.: 01777<br>Colour: TEAL BLUE<br>Shape: ROUND<br>Weight: 1.68ct<br>Size: 7.00mm<br>Origin: AUSTRALIA",Round,SDS,1.68,"Teal Blue",,"An Australian Round cut Teal Blue sapphire weighing 1.68ct and measures 7.00mm.",
SDS01778,"Sapphire Dreams",10.00x6.20mm,2.15,"Loose sapphires","ID No.: 01778<br>Colour: YELLOW<br>Shape: PEAR<br>Weight: 2.15ct<br>Size: 10.00x6.20mm<br>Origin: AUSTRALIA",Pear,SDS,2.15,Yellow,,"An Australian Pear cut Yellow sapphire weighing 2.15ct and measures 10.00x6.20mm.",
SDS01779,"Sapphire Dreams",8.30mm,2.61,"Loose sapphires","ID No.: 01779<br>Colour: TEAL<br>Shape: ROUND<br>Weight: 2.61ct<br>Size: 8.30mm<br>Origin: AUSTRALIA",Round,SDS,2.61,Teal,,"An Australian Round cut Teal sapphire weighing 2.61ct and measures 8.30mm.",
SDS01780,"Sapphire Dreams",9.80x6.90mm,3.23,"Loose sapphires","ID No.: 01780<br>Colour: PARTI BLUE<br>Shape: EMERALD<br>Weight: 3.23ct<br>Size: 9.80x6.90mm<br>Origin: AUSTRALIA",Emerald,SDS,3.23,"Parti Blue",,"An Australian Emerald cut Parti Blue sapphire weighing 3.23ct and measures 9.80x6.90mm.",
